make,model,model_variant,color,carType,city,drive,manufacture_month,manufacture_year,mileage,mileage_unit,type,price_on_request,zip,country,currency,fuel_consumption_unit,condition
Porsche,911,PORSCHE 911 Turbo,Green,Coupé,Zuzwil,Allrad,1,2004,47500.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Green,Limousine,Zuzwil,Hinterradantrieb,8,2005,33600.0,Km,car,"",null,null,null,null,null
Saab,9-3,SAAB 9-3 2.0i-16 T SE,Green,Cabriolet,Zuzwil,Vorderradantrieb,5,2003,138000.0,Km,car,"",null,null,null,null,null
Maserati,QUATTROPORTE,MASERATI Quattroporte 4.2 Exec. GT,Orange,Limousine,Zuzwil,Hinterradantrieb,3,2006,33600.0,Km,car,"",null,null,null,null,null
Alfa Romeo,GTV,ALFA ROMEO GTV 6 2.5,Orange,Coupé,Zuzwil,Hinterradantrieb,6,1984,584.0,Km,car,"",null,null,null,null,null
Mercedes,"",MERCEDES-BENZ SL 60,Orange,Cabriolet,Zuzwil,Hinterradantrieb,12,1992,89100.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT3 CUP Rennwagen,Orange,Coupé,Zuzwil,Hinterradantrieb,1,2007,5000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Blue,Cabriolet,Zuzwil,Hinterradantrieb,10,2002,32000.0,Km,car,"",null,null,null,null,null
Lamborghini,DIABLO,LAMBORGHINI DIABLO SV-R Race,Orange,Coupé,Porrentruy,Allrad,0,1996,7000.0,Km,car,"",null,null,null,null,null
Bentley,TURBO,BENTLEY Turbo R,Red,Limousine,Zuzwil,Hinterradantrieb,5,1990,60100.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Red,Coupé,Zuzwil,Allrad,7,2008,9650.0,Km,car,"",null,null,null,null,null
Maserati,COUPÉ GT,MASERATI Coupé GT,Red,Coupé,Zuzwil,Hinterradantrieb,3,2005,41800.0,Km,car,"",null,null,null,null,null
Mercedes,E 350,MERCEDES-BENZ E 350 Elégance 4Matic,Red,Kombi,Zuzwil,Allrad,4,2005,140200.0,Km,car,"",null,null,null,null,null
Mercedes,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,Red,Cabriolet,Zuzwil,Hinterradantrieb,5,2005,22100.0,Km,car,"",null,null,null,null,null
Ferrari,F360,FERRARI F360 Spider,Red,Cabriolet,Zuzwil,Hinterradantrieb,5,2001,58000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Red,Cabriolet,Zuzwil,Hinterradantrieb,5,2004,20900.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Red,Cabriolet,Zuzwil,Hinterradantrieb,5,2002,36800.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro 730PS,Red,Kombi,Zuzwil,Allrad,7,2008,112400.0,Km,car,"",null,null,null,null,null
Audi,S4,AUDI S4 Avant quattro,Blue,Kombi,Zuzwil,Allrad,7,2000,185900.0,Km,car,"",null,null,null,null,null
Porsche,944,PORSCHE 944 S2 Cabriolet ABS,Red,Cabriolet,Zuzwil,Hinterradantrieb,4,1990,148600.0,Km,car,"",null,null,null,null,null
Other,VIPER,DODGE VIPER RT/10,Red,Cabriolet,Zuzwil,Hinterradantrieb,12,2001,18600.0,Km,car,"",null,null,null,null,null
Land Rover,RANGE ROVER,LAND ROVER Range Rover 4.4 V8 HSE,Red,SUV / Geländewagen,Zuzwil,Allrad,12,2003,90400.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Red,Kombi,Zuzwil,Allrad,9,2003,47000.0,Km,car,"",null,null,null,null,null
Ferrari,F355,FERRARI F355 Spider,Red,Cabriolet,Zuzwil,Hinterradantrieb,10,1998,67000.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne S,Red,SUV / Geländewagen,Zuzwil,Allrad,9,2007,78400.0,Km,car,"",null,null,null,null,null
Mercedes,S 63 AMG,MERCEDES-BENZ S 63 AMG,Red,Limousine,Zuzwil,Hinterradantrieb,10,2013,4900.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera,Red,Coupé,Zuzwil,Hinterradantrieb,1,1998,58200.0,Km,car,"",null,null,null,null,null
Aston Martin,DB9,ASTON MARTIN DB9 Volante,Red,Cabriolet,Zuzwil,Hinterradantrieb,5,2006,41000.0,Km,car,"",null,null,null,null,null
Opel,SPEEDSTER,OPEL Speedster 2.0 16V Turbo,Red,Cabriolet,Zuzwil,Hinterradantrieb,6,2003,11700.0,Km,car,"",null,null,null,null,null
Lamborghini,MURCIÉLAGO,LAMBORGHINI Murciélago 6.2 Coupé,Blue,Coupé,Zuzwil,Allrad,5,2002,16000.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Red,Kombi,Zuzwil,Allrad,3,2009,89000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo S Cabrio,Red,Cabriolet,Zuzwil,Allrad,4,2014,9900.0,Km,car,"",null,null,null,null,null
Mercedes,E 63 AMG,MERCEDES-BENZ E 63 AMG CGI,Red,Limousine,Zuzwil,Hinterradantrieb,1,2012,20100.0,Km,car,"",null,null,null,null,null
BMW,740,BMW 740i,Red,Limousine,Zuzwil,Hinterradantrieb,2,1998,63000.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo,Red,SUV / Geländewagen,Zuzwil,Allrad,3,2003,79000.0,Km,car,"",null,null,null,null,null
Ferrari,F430,FERRARI F430,Red,Coupé,Zuzwil,Hinterradantrieb,3,2007,45000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Red,Cabriolet,Zuzwil,Hinterradantrieb,6,2002,36800.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera 4 Ruf Turbo BTR 2 420 PS,Red,Coupé,Zuzwil,Allrad,4,1995,96000.0,Km,car,"",null,null,null,null,null
Mitsubishi,STARION,MITSUBISHI Starion 2000 Turbo,Red,Coupé,Zuzwil,Hinterradantrieb,4,1983,114800.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo Cabrio,Red,Cabriolet,Zuzwil,Allrad,1,2004,14400.0,Km,car,"",null,null,null,null,null
BMW,330,BMW 330Ci,Blue,Coupé,Zuzwil,Hinterradantrieb,3,2002,81900.0,Km,car,"",null,null,null,null,null
Bentley,Mulsanne,BENTLEY Mulsanne Turbo,Red,Limousine,Zuzwil,Hinterradantrieb,9,1986,101500.0,Km,car,"",null,null,null,null,null
Chrysler,300C,CHRYSLER 300C T 5.7 HEMI V8,Red,Kombi,Zuzwil,Hinterradantrieb,1,2007,47100.0,Km,car,"",null,null,null,null,null
Saab,9-3,SAAB 9-3 2.0T Performance,Red,Limousine,Zuzwil,Vorderradantrieb,4,2005,104400.0,Km,car,"",null,null,null,null,null
Volvo,V70,VOLVO V70 2.4T,Red,Kombi,Zuzwil,Vorderradantrieb,4,2002,83000.0,Km,car,"",null,null,null,null,null
VW,PHAETON,VW Phaeton 3.0 TDi V6 4M,Red,Limousine,Zuzwil,Allrad,7,2008,84600.0,Km,car,"",null,null,null,null,null
Mercedes,C 350,MERCEDES-BENZ C 350 Elégance 4Matic,Red,Limousine,Zuzwil,Allrad,11,2006,43700.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Red,Limousine,Zuzwil,Hinterradantrieb,4,1999,29800.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Red,Cabriolet,Zuzwil,Hinterradantrieb,5,1993,68900.0,Km,car,"",null,null,null,null,null
Porsche,BOXSTER,PORSCHE Boxster 2.5,Red,Cabriolet,Zuzwil,Hinterradantrieb,3,1998,73200.0,Km,car,"",null,null,null,null,null
Mercedes,CL 600,MERCEDES-BENZ CL 600,Red,Coupé,Zuzwil,Hinterradantrieb,1,1996,36600.0,Km,car,"",null,null,null,null,null
Triumph,Spitfire,TRIUMPH Spitfire MK IV,Blue,Cabriolet,Zuzwil,Hinterradantrieb,3,1974,38000.0,Km,car,"",null,null,null,null,null
Rolls-Royce,Silver Shadow,ROLLS-ROYCE Silver Shadow II,Red,Limousine,Zuzwil,Hinterradantrieb,6,1978,30900.0,Km,car,"",null,null,null,null,null
Jaguar,XJ,JAGUAR XJR 4.0 V8 S/C,Red,Limousine,Zuzwil,Hinterradantrieb,1,2001,95100.0,Km,car,"",null,null,null,null,null
Bentley,ARNAGE,BENTLEY Arnage T,Red,Limousine,Zuzwil,Hinterradantrieb,5,2002,62000.0,Km,car,"",null,null,null,null,null
Mercedes,CL 600,MERCEDES-BENZ CL 600,Red,Coupé,Zuzwil,Hinterradantrieb,4,2007,99999.0,Km,car,"",null,null,null,null,null
Mercedes,E 63 AMG,MERCEDES-BENZ E 63 AMG,Red,Limousine,Zuzwil,Hinterradantrieb,1,2010,29000.0,Km,car,"",null,null,null,null,null
Marcos,"",MARCOS 1600 GT,Red,Coupé,Zuzwil,Hinterradantrieb,4,1968,85000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Red,Cabriolet,Zuzwil,Hinterradantrieb,4,1993,117900.0,Km,car,"",null,null,null,null,null
Renault,CLIO,RENAULT CLIO Rennwagen,Red,Limousine,Zuzwil,Vorderradantrieb,2,2000,99.0,Km,car,"",null,null,null,null,null
Renault,ALPINE,RENAULT ALPINE V6,Red,Coupé,Zuzwil,Hinterradantrieb,11,1982,82400.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT3 CS,Red,Coupé,Zuzwil,null,1,2001,21100.0,Km,car,"",null,null,null,null,null
Lincoln,Navigator,LINCOLN Navigator 32 V,Blue,SUV / Geländewagen,Zuzwil,null,3,2003,130000.0,Km,car,"",null,null,null,null,null
Ferrari,575M,FERRARI 575M,Red,Coupé,Zuzwil,Hinterradantrieb,1,2004,28000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 65 AMG,MERCEDES-BENZ SL 65 AMG BLACK SERIES,Red,Coupé,Zuzwil,Hinterradantrieb,4,2012,43000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Red,Coupé,Zuzwil,Allrad,1,2002,29000.0,Km,car,"",null,null,null,null,null
Mercedes,E 420,MERCEDES-BENZ E 420 Avantgarde,Red,Limousine,Zuzwil,Hinterradantrieb,5,1996,132600.0,Km,car,"",null,null,null,null,null
Audi,A8,AUDI A8 4.2 quattro,Red,Limousine,Zuzwil,Allrad,1,1999,69900.0,Km,car,"",null,null,null,null,null
Ferrari,F430,FERRARI F430,Red,Coupé,Zuzwil,Hinterradantrieb,3,2006,4400.0,Km,car,"",null,null,null,null,null
Other,"",DODGE B 200,Red,Kompaktvan / Minivan,Zuzwil,Hinterradantrieb,7,1979,13800.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Red,Kombi,Zuzwil,Allrad,9,2010,38000.0,Km,car,"",null,null,null,null,null
BMW,M3,BMW M3,Red,Coupé,Zuzwil,Hinterradantrieb,9,2001,127800.0,Km,car,"",null,null,null,null,null
Audi,A6,AUDI A6 Avant 2.7 T Ambition,Red,Kombi,Zuzwil,Vorderradantrieb,9,2000,45000.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo Techart Magnum Kit,Other,SUV / Geländewagen,Zuzwil,Allrad,1,2010,2900.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Blue,Kombi,Zuzwil,Allrad,5,2003,43400.0,Km,car,"",null,null,null,null,null
Jaguar,S-TYPE,JAGUAR S-Type 4.0 V8,Red,Limousine,Zuzwil,Hinterradantrieb,1,2000,44200.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo S,Red,Coupé,Zuzwil,Allrad,1,2015,100.0,Km,car,"",null,null,null,null,null
Toyota,"",TOYOTA 1000 / Publica,Red,Limousine,Zuzwil,Hinterradantrieb,5,1977,78000.0,Km,car,"",null,null,null,null,null
Audi,A8,AUDI A8 4.2 quattro,Red,Limousine,Zuzwil,Allrad,9,1997,33800.0,Km,car,"",null,null,null,null,null
Jaguar,XK,JAGUAR XKR S/C Convertible,Red,Cabriolet,Zuzwil,Hinterradantrieb,4,2002,77600.0,Km,car,"",null,null,null,null,null
Audi,A4,AUDI A4 Avant 2.8 q.Ambition,Red,Kombi,Zuzwil,Allrad,4,1998,196300.0,Km,car,"",null,null,null,null,null
Mercedes,E 50 AMG,MERCEDES-BENZ E 50 AMG Avantgarde,Red,Limousine,Zuzwil,Hinterradantrieb,11,1996,33700.0,Km,car,"",null,null,null,null,null
BMW,X5,BMW X5 4.8is,Red,SUV / Geländewagen,Zuzwil,Allrad,8,2004,61900.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Red,Kombi,Zuzwil,Allrad,9,2002,71900.0,Km,car,"",null,null,null,null,null
BMW,135,BMW 135i,Black,Cabriolet,Zuzwil,Hinterradantrieb,10,2008,25700.0,Km,car,"",null,null,null,null,null
Ferrari,456,FERRARI 456M GT,Blue,Coupé,Zuzwil,Hinterradantrieb,3,2000,46500.0,Km,car,"",null,null,null,null,null
Mercedes,CLK 55 AMG,MERCEDES-BENZ CLK 55 AMG Avantgarde,Black,Cabriolet,Zuzwil,Hinterradantrieb,2,2003,92300.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Black,Cabriolet,Zuzwil,Hinterradantrieb,7,2003,43300.0,Km,car,"",null,null,null,null,null
Mercedes,S 600,MERCEDES-BENZ S 600,Black,Coupé,Zuzwil,Hinterradantrieb,6,1995,62000.0,Km,car,"",null,null,null,null,null
Renault,ALPINE,RENAULT ALPINE 2700VA,Black,Coupé,Zuzwil,Hinterradantrieb,8,1979,36900.0,Km,car,"",null,null,null,null,null
Nissan,SUNNY,NISSAN SUNNY 2.0 16V GTI-R Rallye,Black,Limousine,Zuzwil,Allrad,1,1992,98000.0,Km,car,"",null,null,null,null,null
Alfa Romeo,GTV,ALFA ROMEO GTV 2000 Bertone,Black,Coupé,Zuzwil,Hinterradantrieb,2,1972,18400.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,Zuzwil,Hinterradantrieb,9,1991,55300.0,Km,car,"",null,null,null,null,null
Lamborghini,GALLARDO,LAMBORGHINI Gallardo LP570-4 Coupé SL,Black,Coupé,Zuzwil,Allrad,1,2011,19300.0,Km,car,"",null,null,null,null,null
Other,IBIZA,SEAT Ibiza 1.9 TDI FR,Black,Kleinwagen,Zuzwil,Vorderradantrieb,8,2005,132200.0,Km,car,"",null,null,null,null,null
Volvo,S40,VOLVO S40 2.0 T,Black,Limousine,Zuzwil,Vorderradantrieb,5,1999,107000.0,Km,car,"",null,null,null,null,null
Mercedes,CLS 500,MERCEDES-BENZ CLS 500,Blue,Limousine,Zuzwil,Hinterradantrieb,12,2004,51000.0,Km,car,"",null,null,null,null,null
Audi,R8,AUDI R8 Spyder 5.2,Black,Cabriolet,Zuzwil,Allrad,4,2010,37000.0,Km,car,"",null,null,null,null,null
Mercedes,500,MERCEDES-BENZ 500 SE,Black,Limousine,Zuzwil,Hinterradantrieb,7,1991,156300.0,Km,car,"",null,null,null,null,null
Jeep,Grand Cherokee,JEEP Grand Cherokee 5.2 Ltd.,Black,SUV / Geländewagen,Zuzwil,Allrad,2,1995,133500.0,Km,car,"",null,null,null,null,null
Ferrari,F355,FERRARI F355 Spider,Black,Cabriolet,Zuzwil,Hinterradantrieb,7,1998,34600.0,Km,car,"",null,null,null,null,null
Audi,S6,AUDI S6 Avant quattro 4.2,Black,Kombi,Zuzwil,Allrad,6,1997,91900.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Black,Limousine,Zuzwil,Hinterradantrieb,9,2013,15300.0,Km,car,"",null,null,null,null,null
Lamborghini,GALLARDO,LAMBORGHINI Gallardo LP560-4 Coupé,Black,Coupé,Zuzwil,Allrad,6,2008,28500.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Black,Cabriolet,Zuzwil,Hinterradantrieb,6,2003,45300.0,Km,car,"",null,null,null,null,null
Mercedes,C 180,MERCEDES-BENZ C 180 Esprit,Black,Limousine,Zuzwil,Hinterradantrieb,11,1997,118200.0,Km,car,"",null,null,null,null,null
Lamborghini,MURCIÉLAGO,LAMBORGHINI Murciélago 6.2 Coupé,Black,Coupé,Zuzwil,Allrad,7,2005,49800.0,Km,car,"",null,null,null,null,null
Mercedes,"",MERCEDES-BENZ SL 250 Pagode,Blue,Cabriolet,Zuzwil,Hinterradantrieb,1,1967,47700.0,Km,car,"",null,null,null,null,null
Lamborghini,MURCIÉLAGO,LAMBORGHINI Murciélago LP640-4 Cpé,Black,Coupé,Porrentruy,Allrad,4,2011,7890.0,Km,car,"",null,null,null,null,null
BMW,X5,BMW X5 4.4i,Black,SUV / Geländewagen,Zuzwil,Allrad,5,2003,66800.0,Km,car,"",null,null,null,null,null
Audi,S8,AUDI S8 4.2 quattro,Black,Limousine,Zuzwil,Allrad,3,2001,49300.0,Km,car,"",null,null,null,null,null
Mercedes,E 500,MERCEDES-BENZ E 500 Avantgarde,Black,Kombi,Zuzwil,Hinterradantrieb,4,2004,123300.0,Km,car,"",null,null,null,null,null
BMW,750,BMW 750iL,Black,Limousine,Zuzwil,Hinterradantrieb,1,1995,111900.0,Km,car,"",null,null,null,null,null
BMW,330,BMW 330Ci,Black,Cabriolet,Zuzwil,Hinterradantrieb,5,2001,65300.0,Km,car,"",null,null,null,null,null
BMW,320,BMW 320i Touring,Black,Kombi,Zuzwil,Hinterradantrieb,1,1996,79800.0,Km,car,"",null,null,null,null,null
Renault,"",RENAULT DAUPHINE GORDINI,Black,Limousine,Zuzwil,Hinterradantrieb,7,1960,177000.0,Km,car,"",null,null,null,null,null
BMW,525,BMW 525xi,Black,Limousine,Zuzwil,Allrad,1,2007,99800.0,Km,car,"",null,null,null,null,null
Rolls-Royce,CORNICHE,ROLLS-ROYCE CORNICHE II Coupé,Black,Coupé,Basel,null,7,1980,32000.0,Km,car,"",null,null,null,null,null
Land Rover,RANGE ROVER SPORT,LAND ROVER Range Rover Sport 4.2 V8 SC,Blue,SUV / Geländewagen,Zuzwil,Allrad,6,2006,49900.0,Km,car,"",null,null,null,null,null
Ferrari,F40 / F50,FERRARI F40 / F50,Black,Coupé,Sursee,Hinterradantrieb,2,1989,7000.0,Km,car,"",null,null,null,null,null
Renault,Alpine A110,RENAULT Alpine A110 1600 S,Black,Coupé,Zuzwil,Hinterradantrieb,2,1972,68000.0,Km,car,"",null,null,null,null,null
Mercedes,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,Black,Limousine,Zuzwil,Hinterradantrieb,9,2011,69200.0,Km,car,"",null,null,null,null,null
BMW,M3,BMW M3,Black,Limousine,Zuzwil,Hinterradantrieb,10,1987,88000.0,Km,car,"",null,null,null,null,null
Mercedes,CL 600,MERCEDES-BENZ CL 600,Black,Coupé,Zuzwil,Hinterradantrieb,11,2003,41100.0,Km,car,"",null,null,null,null,null
Daimler,V8,DAIMLER V8 4.0,Black,Limousine,Zuzwil,Hinterradantrieb,5,1998,100.0,Km,car,"",null,null,null,null,null
BMW,530,BMW 530i Touring,Black,Kombi,Zuzwil,Hinterradantrieb,5,2001,120900.0,Km,car,"",null,null,null,null,null
BMW,528,BMW 528i Touring,Black,Kombi,Zuzwil,Hinterradantrieb,4,1997,38000.0,Km,car,"",null,null,null,null,null
Ferrari,456,FERRARI 456M GTA,Black,Coupé,Zuzwil,Hinterradantrieb,12,1999,18200.0,Km,car,"",null,null,null,null,null
Bentley,CONTINENTAL,BENTLEY Continental R Coupé,Black,Coupé,Zuzwil,Hinterradantrieb,1,1994,60000.0,Km,car,"",null,null,null,null,null
Lamborghini,MURCIÉLAGO,LAMBORGHINI Murciélago LP640-4 Cpé,Blue,Coupé,Zuzwil,Allrad,3,2007,33000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,Zuzwil,Hinterradantrieb,2,1992,129700.0,Km,car,"",null,null,null,null,null
Renault,ALPINE,RENAULT ALPINE V6,Black,Coupé,Zuzwil,null,8,1983,128500.0,Km,car,"",null,null,null,null,null
Ford,SIERRA,FORD Sierra 2.0i Cosworth 4x4,Black,Limousine,Zuzwil,Allrad,9,1990,164400.0,Km,car,"",null,null,null,null,null
Audi,RS4,AUDI RS4 Avant 4.2 V8 quattro,Black,Kombi,Zuzwil,Allrad,8,2006,117400.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera Jubilé 40,Black,Coupé,Zuzwil,Hinterradantrieb,3,2004,61400.0,Km,car,"",null,null,null,null,null
VW,PHAETON,VW Phaeton 6.0 W12 4Motion,Black,Limousine,Zuzwil,Allrad,11,2002,15900.0,Km,car,"",null,null,null,null,null
Mercedes,SL 320,MERCEDES-BENZ SL 320,Black,Cabriolet,Zuzwil,Hinterradantrieb,1,1999,70900.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT3 RS,Black,Coupé,Sursee,Hinterradantrieb,11,2011,6300.0,Km,car,"",null,null,null,null,null
Mercedes,E 63 AMG,MERCEDES-BENZ E 63 AMG,Black,Limousine,Zuzwil,Hinterradantrieb,3,2010,7400.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera 4,Black,Coupé,Zuzwil,Allrad,5,1999,77800.0,Km,car,"",null,null,null,null,null
Audi,RS4,AUDI RS4 Avant quattro,Blue,Kombi,Zuzwil,Allrad,3,2001,50000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Black,Cabriolet,Zuzwil,Hinterradantrieb,9,1995,75200.0,Km,car,"",null,null,null,null,null
BMW,540,BMW 540i,Black,Limousine,Zuzwil,Hinterradantrieb,11,1998,93000.0,Km,car,"",null,null,null,null,null
Trabant,"",TRABANT 1300S Trabusa,Black,Limousine,Zuzwil,Hinterradantrieb,1,2009,999.0,Km,car,"",null,null,null,null,null
Other,LEON,SEAT Leon 2.0 TSI FR,Black,Limousine,Zuzwil,Vorderradantrieb,1,2009,53300.0,Km,car,"",null,null,null,null,null
Jaguar,E,JAGUAR E E-Type III,Black,Cabriolet,Zuzwil,Hinterradantrieb,3,1974,49200.0,Km,car,"",null,null,null,null,null
Lamborghini,AVENTADOR,LAMBORGHINI Aventador LP700-4 Rds,Black,Cabriolet,Zuzwil,Allrad,3,2015,90.0,Km,car,"",null,null,null,null,null
Mercedes,S 55 AMG,MERCEDES-BENZ S 55 AMG,Black,Limousine,Zuzwil,Hinterradantrieb,3,2003,121900.0,Km,car,"",null,null,null,null,null
BMW,X5,BMW X5 4.4i,Black,SUV / Geländewagen,Zuzwil,Allrad,12,2000,3600.0,Km,car,"",null,null,null,null,null
Maserati,QUATTROPORTE,MASERATI Quattroporte 4.2,Black,Limousine,Zuzwil,Hinterradantrieb,7,2004,56600.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Black,Kombi,Zuzwil,Allrad,10,2003,40900.0,Km,car,"",null,null,null,null,null
Renault,ALPINE,RENAULT Alpine A310 V6,Blue,Coupé,Zuzwil,Hinterradantrieb,4,1980,108000.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Black,Kombi,Zuzwil,Allrad,3,2009,29500.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo,Black,SUV / Geländewagen,Zuzwil,Allrad,8,2003,114000.0,Km,car,"",null,null,null,null,null
BMW,760,BMW 760i L,Black,Limousine,Zuzwil,Hinterradantrieb,1,2003,94500.0,Km,car,"",null,null,null,null,null
Mercedes,B 200,MERCEDES-BENZ B 200 T Sailing Edition,Black,Kompaktvan / Minivan,Zuzwil,Vorderradantrieb,8,2006,60500.0,Km,car,"",null,null,null,null,null
Maserati,QUATTROPORTE,MASERATI Quattroporte 4.2,Black,Limousine,Zuzwil,Hinterradantrieb,12,2006,9800.0,Km,car,"",null,null,null,null,null
BMW,335,BMW 335i,Black,Cabriolet,Zuzwil,Hinterradantrieb,7,2007,77500.0,Km,car,"",null,null,null,null,null
Mercedes,SLK 55 AMG,MERCEDES-BENZ SLK 55 AMG,Black,Cabriolet,Zuzwil,Hinterradantrieb,4,2005,42500.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo,Black,SUV / Geländewagen,Zuzwil,Allrad,10,2005,64500.0,Km,car,"",null,null,null,null,null
Bentley,ARNAGE,BENTLEY Arnage Red Label,Black,Limousine,Zuzwil,Hinterradantrieb,2,2000,111600.0,Km,car,"",null,null,null,null,null
Audi,TT,AUDI TTS Cpé 2.0 TFSI quattro,Black,Coupé,Zuzwil,Allrad,8,2008,29300.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Blue,Cabriolet,Zuzwil,Hinterradantrieb,6,2003,77700.0,Km,car,"",null,null,null,null,null
Mercedes,CL 600,MERCEDES-BENZ CL 600,Black,Coupé,Zuzwil,Hinterradantrieb,6,2000,103800.0,Km,car,"",null,null,null,null,null
Renault,R5,RENAULT R5 1400 Alpine Turbo,Black,Kleinwagen,Zuzwil,Vorderradantrieb,12,1983,159700.0,Km,car,"",null,null,null,null,null
Mercedes,ML 500,MERCEDES-BENZ ML 500,Black,SUV / Geländewagen,Zuzwil,Allrad,2,2002,118000.0,Km,car,"",null,null,null,null,null
Ford,CAPRI,FORD CAPRI RS 2600,Black,Coupé,Zuzwil,Hinterradantrieb,3,1973,36100.0,Km,car,"",null,null,null,null,null
Mercedes,E 50 AMG,MERCEDES-BENZ E 50 AMG Avantgarde,Black,Limousine,Zuzwil,Hinterradantrieb,3,1997,70700.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Black,Limousine,Zuzwil,Hinterradantrieb,5,2005,21700.0,Km,car,"",null,null,null,null,null
Alpina,5 SERIES,BMW-ALPINA B10 4.6 S.Tronic,Black,Limousine,Zuzwil,Hinterradantrieb,10,1998,94400.0,Km,car,"",null,null,null,null,null
Ford,ESCORT,FORD Escort 2.0i RS Cosworth,Black,Limousine,Zuzwil,Allrad,4,1994,11000.0,Km,car,"",null,null,null,null,null
Mercedes,E 55 AMG,MERCEDES-BENZ E 55 AMG Avantgarde,Black,Limousine,Zuzwil,Hinterradantrieb,2,1998,63400.0,Km,car,"",null,null,null,null,null
BMW,2002,BMW 2002 Turbo,Black,Limousine,Zuzwil,Hinterradantrieb,7,1974,134000.0,Km,car,"",null,null,null,null,null
BMW,750,BMW 750i,Blue,Limousine,Zuzwil,Hinterradantrieb,3,1998,60700.0,Km,car,"",null,null,null,null,null
Maserati,QUATTROPORTE,MASERATI Quattroporte 4.2 Sport GT,Black,Limousine,Zuzwil,Hinterradantrieb,10,2006,24300.0,Km,car,"",null,null,null,null,null
Mercedes,C 63 AMG,MERCEDES-BENZ C 63 AMG Avantgarde,Black,Kombi,Zuzwil,Hinterradantrieb,1,2009,57400.0,Km,car,"",null,null,null,null,null
Bentley,BROOKLANDS,BENTLEY Brooklands,Black,Limousine,Zuzwil,Hinterradantrieb,12,1995,124900.0,Km,car,"",null,null,null,null,null
