make,model,model_variant,color,carType,city,drive,manufacture_month,manufacture_year,mileage,mileage_unit,type,price_on_request,zip,country,currency,fuel_consumption_unit,condition
Porsche,911,PORSCHE 911 Carrera Cabrio,Silver,Cabriolet,Zuzwil,Hinterradantrieb,2,2001,75400.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT3,Silver,Coupé,Zuzwil,Hinterradantrieb,3,2000,42500.0,Km,car,"",null,null,null,null,null
BMW,535,BMW 535d,Silver,Limousine,Zuzwil,Hinterradantrieb,1,2006,29900.0,Km,car,"",null,null,null,null,null
Rolls-Royce,CORNICHE,ROLLS-ROYCE Corniche,Silver,Cabriolet,Zuzwil,Hinterradantrieb,6,2002,42000.0,Km,car,"",null,null,null,null,null
Aston Martin,DB7,ASTON MARTIN DB7 Vantage Volante,Silver,Cabriolet,Zuzwil,Hinterradantrieb,4,2004,29000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Silver,Cabriolet,Zuzwil,Hinterradantrieb,10,1996,29800.0,Km,car,"",null,null,null,null,null
BMW,2002,BMW 2002 tii,Silver,Limousine,Zuzwil,Hinterradantrieb,4,1974,93500.0,Km,car,"",null,null,null,null,null
BMW,750,BMW 750iL,Silver,Limousine,Zuzwil,Hinterradantrieb,6,1997,42000.0,Km,car,"",null,null,null,null,null
Bentley,ARNAGE,BENTLEY Arnage Green Label,Silver,Limousine,Zuzwil,Hinterradantrieb,6,1999,85700.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Silver,Limousine,Zuzwil,Hinterradantrieb,4,2005,27800.0,Km,car,"",null,null,null,null,null
Renault,CLIO,RENAULT Clio 2.0 16V Sport,Blue,Kleinwagen,Zuzwil,Vorderradantrieb,2,2008,147900.0,Km,car,"",null,null,null,null,null
Mercedes,SLK 200,MERCEDES-BENZ SLK 200 Kompressor,Silver,Cabriolet,Zuzwil,Hinterradantrieb,7,2009,160.0,Km,car,"",null,null,null,null,null
BMW,M3,BMW M3 CSL,Silver,Coupé,Zuzwil,Hinterradantrieb,7,2004,88000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Silver,Cabriolet,Zuzwil,Hinterradantrieb,5,2002,64000.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Silver,Limousine,Zuzwil,Hinterradantrieb,4,2005,33600.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Silver,Cabriolet,Zuzwil,Hinterradantrieb,6,2002,24400.0,Km,car,"",null,null,null,null,null
Mercedes,CL 600,MERCEDES-BENZ CL 600,Silver,Coupé,Zuzwil,Hinterradantrieb,2,2002,137000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500 6.0 AMG,Silver,Cabriolet,Zuzwil,Hinterradantrieb,3,1991,98000.0,Km,car,"",null,null,null,null,null
Mercedes,S 65 AMG,MERCEDES-BENZ S 65 AMG L,Silver,Limousine,Zuzwil,Hinterradantrieb,1,2007,40300.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Silver,Kombi,Zuzwil,Allrad,3,2003,34000.0,Km,car,"",null,null,null,null,null
Land Rover,DISCOVERY,LAND ROVER Discovery 3.9,Silver,SUV / Geländewagen,Zuzwil,Allrad,7,1998,55800.0,Km,car,"",null,null,null,null,null
Chevrolet,CAMARO,CHEVROLET CAMARO,Blue,Cabriolet,Sursee,null,3,1969,10000.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Silver,Limousine,Zuzwil,Hinterradantrieb,6,2006,31500.0,Km,car,"",null,null,null,null,null
Mercedes,300,MERCEDES-BENZ 300 300SL W198,Silver,Coupé,Sursee,Hinterradantrieb,5,1955,5000.0,Km,car,"",null,null,null,null,null
Fiat,STILO,FIAT Stilo 1.8 16V Swiss,Silver,Limousine,Zuzwil,Vorderradantrieb,8,2006,28800.0,Km,car,"",null,null,null,null,null
Lancio,"",LANCIA Monte Carlo 137 AS,Silver,Limousine,Zuzwil,Vorderradantrieb,7,1978,57000.0,Km,car,"",null,null,null,null,null
Toyota,CARINA,TOYOTA CARINA Deluxe,Silver,Limousine,Zuzwil,Hinterradantrieb,11,1972,57700.0,Km,car,"",null,null,null,null,null
Mercedes,E 320,MERCEDES-BENZ E 320 Elégance,Silver,Limousine,Zuzwil,Hinterradantrieb,12,1996,56100.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne S,Silver,SUV / Geländewagen,Zuzwil,Allrad,9,2009,1.0,Km,car,"",null,null,null,null,null
BMW,M3,BMW M3,Silver,Cabriolet,Zuzwil,Hinterradantrieb,11,2002,23900.0,Km,car,"",null,null,null,null,null
BMW,650,BMW 650i xDrive,Silver,Cabriolet,Zuzwil,Allrad,1,2013,5400.0,Km,car,"",null,null,null,null,null
Chevrolet,CORVETTE,CHEVROLET Corvette 6.2,Silver,Coupé,Zuzwil,Hinterradantrieb,3,2008,33000.0,Km,car,"",null,null,null,null,null
Maserati,COUPÉ GT,MASERATI Coupé GT,Blue,Coupé,Zuzwil,Hinterradantrieb,6,2002,53000.0,Km,car,"",null,null,null,null,null
Ferrari,F360,FERRARI F360 Modena Berlinetta,Silver,Coupé,Zuzwil,Hinterradantrieb,5,2000,28000.0,Km,car,"",null,null,null,null,null
BMW,328,BMW 328i Coupé,Silver,Coupé,Zuzwil,Hinterradantrieb,8,1996,69800.0,Km,car,"",null,null,null,null,null
Mercedes,S 65 AMG,MERCEDES-BENZ S 65 AMG L,Silver,Limousine,Zuzwil,Hinterradantrieb,1,2007,94000.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Silver,Kombi,Zuzwil,Allrad,9,2002,36900.0,Km,car,"",null,null,null,null,null
Ferrari,F355,FERRARI F355 Berlinetta,Silver,Coupé,Zuzwil,Hinterradantrieb,5,1999,29000.0,Km,car,"",null,null,null,null,null
Volvo,S60,VOLVO S60 2.4T,Silver,Limousine,Zuzwil,Vorderradantrieb,4,2001,145000.0,Km,car,"",null,null,null,null,null
Chrysler,VIPER,CHRYSLER Viper GTS,Silver,Coupé,Zuzwil,Hinterradantrieb,12,2000,66900.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Silver,Coupé,Zuzwil,Allrad,6,2000,127800.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo,Silver,SUV / Geländewagen,Zuzwil,Allrad,1,2003,156000.0,Km,car,"",null,null,null,null,null
Ford,"",FORD RS200 EVO Gruppe B,Silver,Coupé,Zuzwil,Allrad,8,1986,1000.0,Km,car,"",null,null,null,null,null
Audi,A8,AUDI A8 4.2 quattro,Blue,Limousine,Zuzwil,Allrad,1,2003,26700.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Silver,Kombi,Zuzwil,Allrad,3,2010,26300.0,Km,car,"",null,null,null,null,null
Porsche,PANAMERA,PORSCHE Panamera 4S 4.8,Silver,Limousine,Zuzwil,Allrad,11,2010,57600.0,Km,car,"",null,null,null,null,null
BMW,X5,BMW X5 4.4i,Silver,SUV / Geländewagen,Zuzwil,Allrad,8,2005,14700.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Silver,Cabriolet,Zuzwil,Hinterradantrieb,4,2004,21400.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Silver,Kombi,Zuzwil,Allrad,10,2002,46900.0,Km,car,"",null,null,null,null,null
Mercedes,E 320,MERCEDES-BENZ E 320 CDI Avantgarde,Silver,Limousine,Zuzwil,Hinterradantrieb,6,2007,100.0,Km,car,"",null,null,null,null,null
Ferrari,F360,FERRARI F360 Modena Berlinetta,Silver,Coupé,Zuzwil,Hinterradantrieb,11,2000,25000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Silver,Cabriolet,Zuzwil,Hinterradantrieb,4,2002,33000.0,Km,car,"",null,null,null,null,null
Lamborghini,MURCIÉLAGO,LAMBORGHINI Murciélago LP670-4 SV Cpé,Silver,Coupé,Zuzwil,Allrad,5,2010,20800.0,Km,car,"",null,null,null,null,null
Porsche,PANAMERA,PORSCHE Panamera 4S 4.8,Silver,Limousine,Zuzwil,Allrad,5,2010,35500.0,Km,car,"",null,null,null,null,null
Jaguar,XJ,JAGUAR XJ 4.0 Sovereign,Blue,Limousine,Zuzwil,Hinterradantrieb,3,1997,161400.0,Km,car,"",null,null,null,null,null
Mercedes,S 600,MERCEDES-BENZ S 600 L,Silver,Limousine,Zuzwil,Hinterradantrieb,6,2003,128800.0,Km,car,"",null,null,null,null,null
BMW,X5,BMW X5 4.4i,Silver,SUV / Geländewagen,Zuzwil,Allrad,12,2001,91000.0,Km,car,"",null,null,null,null,null
Land Rover,RANGE ROVER SPORT,LAND ROVER Range Rover Sport 4.2 V8 SC,Silver,SUV / Geländewagen,Zuzwil,Allrad,5,2006,126300.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo S,Silver,SUV / Geländewagen,Zuzwil,Allrad,5,2007,400.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo,Silver,SUV / Geländewagen,Zuzwil,Allrad,4,2008,21000.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Silver,Limousine,Zuzwil,Hinterradantrieb,3,2012,19000.0,Km,car,"",null,null,null,null,null
BMW,328,BMW 328i,Silver,Limousine,Zuzwil,Hinterradantrieb,8,1999,86300.0,Km,car,"",null,null,null,null,null
BMW,330,BMW 330xi,Silver,Limousine,Zuzwil,Allrad,11,2001,124800.0,Km,car,"",null,null,null,null,null
BMW,X5,BMW X5 4.4i,Silver,SUV / Geländewagen,Zuzwil,Allrad,11,2000,41900.0,Km,car,"",null,null,null,null,null
Alpina,7 SERIES,BMW-ALPINA 7 SERIES B7 Turbo Limousine,Silver,Limousine,Zuzwil,null,3,1980,129400.0,Km,car,"",null,null,null,null,null
Maserati,SPYDER GT,MASERATI Spyder GT,Blue,Cabriolet,Zuzwil,Hinterradantrieb,3,2003,49300.0,Km,car,"",null,null,null,null,null
Porsche,CARRERA GT,PORSCHE Carrera GT,Silver,Cabriolet,Zuzwil,Hinterradantrieb,12,2006,12000.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Silver,Kombi,Zuzwil,Allrad,8,2002,144100.0,Km,car,"",null,null,null,null,null
Nissan,SUNNY,NISSAN Sunny 2.0 16V GTI-R,Silver,Limousine,Zuzwil,Allrad,2,1992,98000.0,Km,car,"",null,null,null,null,null
Alpina,3 SERIES,BMW-ALPINA B3 3.3 S,Silver,Limousine,Zuzwil,Hinterradantrieb,2,2003,54100.0,Km,car,"",null,null,null,null,null
Bentley,ARNAGE,BENTLEY Arnage T,Silver,Limousine,Zuzwil,Hinterradantrieb,12,2003,57000.0,Km,car,"",null,null,null,null,null
Ferrari,F355,FERRARI F355 Berlinetta,Silver,Coupé,Zuzwil,Hinterradantrieb,7,1999,53600.0,Km,car,"",null,null,null,null,null
Mercedes,SLR,MERCEDES-BENZ SLR McLaren,Silver,Cabriolet,Zuzwil,Hinterradantrieb,10,2007,29800.0,Km,car,"",null,null,null,null,null
Mercedes,E 50 AMG,MERCEDES-BENZ E 50 AMG Avantgarde,Silver,Limousine,Zuzwil,Hinterradantrieb,2,1997,35600.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Silver,Coupé,Zuzwil,Allrad,4,1995,127850.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Silver,Coupé,Zuzwil,Allrad,6,2001,26300.0,Km,car,"",null,null,null,null,null
Mercedes,E 230,MERCEDES-BENZ E 230 Elégance,Blue,Kombi,Zuzwil,Hinterradantrieb,5,1997,126000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo Cabrio,Silver,Cabriolet,Zuzwil,Allrad,9,2004,21400.0,Km,car,"",null,null,null,null,null
Audi,RS4,AUDI RS4 4.2 V8 quattro,Silver,Limousine,Zuzwil,Allrad,1,2006,95700.0,Km,car,"",null,null,null,null,null
Ferrari,F355,FERRARI F355 Berlinetta,Silver,Coupé,Zuzwil,Hinterradantrieb,7,1998,41300.0,Km,car,"",null,null,null,null,null
Mercedes,CLS 500,MERCEDES-BENZ CLS 500,Silver,Limousine,Zuzwil,Hinterradantrieb,4,2005,78700.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 SC 3.0,Silver,Coupé,Zuzwil,Hinterradantrieb,4,1983,134000.0,Km,car,"",null,null,null,null,null
BMW,M6,BMW M6,Silver,Coupé,Zuzwil,Hinterradantrieb,7,2005,55000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Silver,Cabriolet,Zuzwil,Hinterradantrieb,3,2002,19200.0,Km,car,"",null,null,null,null,null
Bentley,TURBO,BENTLEY TURBO,Silver,Coupé,Zuzwil,Hinterradantrieb,1,1995,47500.0,Km,car,"",null,null,null,null,null
PGO,"",PGO Cevennes,Silver,Cabriolet,Zuzwil,null,5,2008,3000.0,Km,car,"",null,null,null,null,null
Mercedes,CL 500,MERCEDES-BENZ CL 500,Silver,Coupé,Zuzwil,Hinterradantrieb,1,2000,39600.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Blue,Limousine,Zuzwil,Hinterradantrieb,8,2000,62300.0,Km,car,"",null,null,null,null,null
Lamborghini,AVENTADOR,LAMBORGHINI Aventador LP700-4 Rds,Silver,Cabriolet,Sursee,Allrad,1,2014,150.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Silver,Cabriolet,Zuzwil,Hinterradantrieb,3,2002,48200.0,Km,car,"",null,null,null,null,null
Renault,R5,RENAULT R5 Alpine Turbo,Silver,Coupé,Zuzwil,Vorderradantrieb,8,1984,172800.0,Km,car,"",null,null,null,null,null
Audi,A6,AUDI A6 2.4,Silver,Limousine,Zuzwil,Vorderradantrieb,7,2002,67700.0,Km,car,"",null,null,null,null,null
BMW,2002,BMW 2002 Turbo,Silver,Limousine,Zuzwil,Hinterradantrieb,6,1974,578.0,Km,car,"",null,null,null,null,null
Mercedes,CLS 350,MERCEDES-BENZ CLS 350 CGI,Silver,Limousine,Zuzwil,Hinterradantrieb,1,2010,25300.0,Km,car,"",null,null,null,null,null
Lamborghini,DIABLO,LAMBORGHINI Diablo 5.7 VT,Silver,Coupé,Zuzwil,Allrad,6,1993,46700.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Silver,Kombi,Zuzwil,Allrad,2,2009,118800.0,Km,car,"",null,null,null,null,null
Ferrari,612,FERRARI 612,Silver,Coupé,Zuzwil,Hinterradantrieb,10,2004,42200.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo,Silver,SUV / Geländewagen,Zuzwil,Allrad,12,2005,13700.0,Km,car,"",null,null,null,null,null
